filename,label,mfcc1,mfcc2,mfcc3,mfcc4,mfcc5,mfcc6,mfcc7,mfcc8,mfcc9,mfcc10,mfcc11,mfcc12,mfcc13,mfcc14,mfcc15,mfcc16,mfcc17,mfcc18,mfcc19,mfcc20
[cel][pop_roc]0111__3.wav,cel,-21.945217,90.7917,4.5839996,-1.0319885,34.77637,-6.2171173,25.307547,-13.639589,17.666946,0.14919704,2.0105884,3.3909876,-4.9678855,2.7621799,-0.028006153,-4.3332276,6.772465,-4.6607094,5.5972886,-8.294626
[cel][pop_roc]0118__1.wav,cel,-163.01549,134.09796,-6.0953536,34.539524,-8.257181,36.304913,-6.6986136,6.80467,-7.1483912,17.011497,0.78567445,16.922285,-2.8770592,0.95520055,-3.0656078,-3.2674541,-8.18294,-1.6105356,-4.2503114,-3.4918478
[cel][pop_roc]0118__2.wav,cel,-142.76318,131.13228,-7.649268,36.248493,-13.115476,35.01009,-4.141336,7.4671445,-9.32742,17.100525,-0.07587421,15.863032,-2.328559,5.5394664,-3.9333267,-2.0775645,-6.239063,-0.09484955,-3.9938447,-2.716137
[cel][pop_roc]0118__3.wav,cel,-143.96788,134.48582,-12.062951,38.67915,-12.068881,34.219894,-4.141408,4.8664627,-8.496127,16.080132,1.7615509,14.086571,-1.0096433,2.564486,-3.1305318,-2.8241293,-5.142672,-0.047620915,-2.105077,-1.1952685
[cel][pop_roc]0120__1.wav,cel,-234.8921,190.54468,-25.745699,27.749918,-0.18257126,22.075487,-19.58563,3.104214,-7.461126,3.0623581,-8.604285,-5.7220106,-6.443286,-3.1618865,0.4386441,-5.8802423,-7.3949647,-8.770755,2.6578286,-4.6410785
[cel][pop_roc]0120__2.wav,cel,-282.13376,203.12622,-1.3154422,8.702844,23.392172,22.324242,-1.3328586,-0.6857812,0.6710667,1.09473,4.6952786,0.4226059,-2.7377245,-2.8032126,-0.8495801,-2.1962917,-7.2534084,-10.447601,-5.976549,-3.982279
[cel][pop_roc]0126__1.wav,cel,-323.28757,224.54591,-44.60422,33.01256,14.128054,-9.031408,-9.579646,0.6027715,3.2963002,-6.5706844,-5.5620174,-14.139101,-9.835136,-5.904372,-6.780378,-14.7219515,-11.916291,-4.827895,-6.624869,-4.5551615
[cel][pop_roc]0126__2.wav,cel,-297.5937,227.7999,-32.03853,16.45849,25.749119,-3.816687,-4.2107515,-8.856125,-4.1442127,-4.957598,-5.0665917,-4.6906676,-9.104988,-10.629962,-9.516229,-6.3046393,-3.8504186,-4.789995,-6.941408,-6.884813
[cel][pop_roc]0126__3.wav,cel,-317.5181,224.74747,-23.797379,14.0942745,17.622877,7.1675224,3.0960047,-8.8077345,-1.8240455,-5.0248466,-4.648475,-1.7041702,-3.2124574,-4.9830394,-7.2701654,-7.769541,-3.4966288,-2.046161,-6.7498,-4.7362247
[cel][pop_roc]0127__1.wav,cel,-229.20494,203.33147,-32.780857,31.552305,20.137964,11.585687,8.789983,2.5189536,14.210815,7.965055,-1.7190592,-7.18972,2.6186616,-1.425242,-7.9046707,-4.3494925,-5.2262025,0.20632699,-3.1875193,-6.6272755
[cel][pop_roc]0127__2.wav,cel,-208.1856,202.49239,-49.510105,39.215946,16.288862,13.236091,8.006533,-0.17977399,11.213298,6.1571436,-0.6608306,-8.08443,3.0407913,-3.3167617,-6.8789067,-2.099742,-2.3183696,1.7616143,-3.985615,-4.2845507
[cel][pop_roc]0127__3.wav,cel,-235.75308,214.89563,-27.120068,26.83598,22.933416,8.796472,7.263082,-1.7311656,4.594518,4.2910223,-0.36152712,-6.064074,3.3795278,3.0535314,-1.2375606,-0.26312402,-2.3491845,0.9969116,-3.5110717,-5.5333567
[cel][pop_roc]0130__1.wav,cel,-246.71165,216.77483,-31.843252,21.432112,8.527017,23.762043,-2.028503,4.8316503,-3.375204,1.4098488,0.8451174,-6.6891627,-2.0640118,-9.081877,0.1556625,-7.3982677,-8.927065,-10.227018,-3.8593647,-5.7461123
[cel][pop_roc]0130__2.wav,cel,-258.53818,204.56192,-24.033798,31.820219,7.52042,25.113216,-6.6621294,7.0954638,-4.2010746,-0.10095506,-2.1951497,-5.575863,1.5066159,-5.302925,3.1134574,-5.4276204,-4.7544026,-7.3125653,1.821728,-0.6690762
[cel][pop_roc]0130__3.wav,cel,-249.48456,216.79689,-29.743233,25.872305,22.80799,16.755524,3.1920712,12.87845,-0.0016831505,-3.2975345,-3.2284544,-10.357417,-4.9848995,-8.579938,-0.18661949,-0.3697874,-3.3772779,-4.6262093,2.519481,0.6032426
[cel][pop_roc]0132__1.wav,cel,-92.46488,169.85152,-36.848053,36.406944,-3.651549,29.53683,-3.314343,7.4647775,-3.2240894,3.462442,-0.0526549,1.1605227,0.7173024,4.609753,4.358456,2.774099,-3.8612187,-1.5106425,1.0835083,1.9156116
[cel][pop_roc]0132__2.wav,cel,-83.963844,147.8003,-34.05515,43.73656,-10.383056,31.577524,-7.4074802,2.2208447,-6.975259,5.1522727,-0.6920675,1.2270583,-1.869533,5.5570083,-0.10470581,3.2420168,-3.3838494,1.0621418,1.1128286,6.84146
[cel][pop_roc]0132__3.wav,cel,-92.931335,161.51804,-32.413822,43.539024,-8.137634,28.964222,-4.657775,5.8152556,-7.343782,1.656509,-4.344095,-1.2834758,-2.3487842,3.8007655,0.7743308,3.201834,0.49912447,2.5353534,1.8998511,8.423367
[cel][pop_roc]0133__1.wav,cel,-140.10045,207.05217,-10.980529,9.558799,-1.2718666,28.425917,-2.0079181,9.080649,-2.9035518,7.0961347,2.872158,6.257621,-3.6366668,-1.8034303,-4.394601,6.095214,1.0713718,2.0044084,-3.598533,-9.486869
[cel][pop_roc]0133__2.wav,cel,-160.45924,204.01285,-1.4316001,9.084056,-0.54663736,28.1777,2.0644972,4.891861,-6.952057,5.617143,6.064632,9.023153,-0.018408522,-1.0731456,-2.5548615,4.178059,0.6951681,-0.47858915,-4.2815123,-8.499378
[cel][pop_roc]0133__3.wav,cel,-158.6493,202.58948,4.0181956,9.331978,-4.3991127,29.282906,1.7709725,8.606961,-2.8440928,10.9308605,6.3300896,7.7151732,-1.8695594,-2.199023,-6.776615,2.4271624,0.1405541,3.3321676,-1.6392844,-4.0389934
[cel][pop_roc]0134__1.wav,cel,-269.31873,207.7147,-19.574305,13.910621,3.6823118,22.257704,-7.896174,5.2542143,-9.760247,-5.951019,-6.3018312,-13.278407,-5.538561,-2.0430672,1.9351691,-5.0797534,-4.169729,-6.663576,-3.421514,-4.1352205
[cel][pop_roc]0134__2.wav,cel,-245.64784,220.3659,-9.433798,-1.5843176,11.108504,16.833754,-3.1145692,2.2456958,-1.4046662,-0.34193826,-1.7043701,-6.980778,-0.87396497,-2.2539499,-2.7286148,-3.36428,-3.8773065,-4.020842,1.3354744,0.4745907
[cel][pop_roc]0134__3.wav,cel,-245.72562,187.5117,-33.598736,29.19029,-6.178638,20.92025,-15.608381,8.096677,-12.950527,-3.3641977,-7.9073334,-9.481056,-0.9275918,-2.767877,-6.21957,-13.271187,-5.5025973,-9.704451,-3.1167574,-6.0309196
[cel][pop_roc]0136__1.wav,cel,-85.64576,148.11194,-37.546967,41.14186,-8.556663,39.486214,-4.6124034,8.906816,3.1602688,13.304054,5.0860524,1.0636894,-2.0110226,-3.1789443,2.9925215,4.649463,0.5612607,3.1386871,4.7205653,2.8324728
[cel][pop_roc]0136__2.wav,cel,-65.06743,144.36653,-48.97749,52.45041,-13.604613,37.617744,-4.5155835,10.541451,2.0051634,12.241975,-0.8832705,3.5832448,-1.449503,-1.4492307,1.9675704,-2.0192015,2.9188294,-0.60028577,1.9304742,-0.055496924
[cel][pop_roc]0136__3.wav,cel,-58.65161,142.13934,-51.44735,49.77936,-13.160111,38.653984,-5.0322466,11.92902,4.0954356,12.581531,-0.9505462,4.2905884,-1.8483644,-0.3508404,1.2342603,-1.9263765,2.2782898,0.05258585,2.9926443,1.4722246
[cel][pop_roc]0137__1.wav,cel,-152.73775,169.20494,-26.360922,41.559635,19.269985,21.167084,-7.861573,14.728574,-0.033904675,5.777887,-4.4723883,2.9645982,-5.1376185,-4.423518,-1.5785831,1.0502228,0.2516682,0.91636896,-1.534217,-4.677584
[cel][pop_roc]0137__2.wav,cel,-154.55898,158.6694,-27.36074,36.786293,11.516627,20.641953,-9.489136,11.612825,-2.182541,5.2581425,-5.879788,1.239551,-4.4279494,0.14140655,-0.014149257,0.13818306,-0.25169143,-1.133644,-6.1021852,-7.4093547
[cel][pop_roc]0137__3.wav,cel,-155.96712,161.45572,-30.901684,36.834938,10.685978,20.495453,-8.254059,12.033605,-5.427837,4.503547,-7.3461256,1.5836874,-6.235262,1.2933885,-0.6084562,0.7811435,-0.6251241,-1.0172626,-6.2803946,-8.9634695
[cel][pop_roc]0138__1.wav,cel,-220.37135,226.20334,-28.00587,15.617668,21.786135,8.110664,2.2596223,10.269022,2.6153324,2.4233546,0.33130512,-3.983175,-1.7909772,-6.75339,1.0215722,3.1652868,0.0047020046,0.42349362,-0.60578203,-2.7086399
[cel][pop_roc]0139__1.wav,cel,-58.37484,161.57469,-46.36674,55.17422,-10.89396,34.189938,-7.113163,14.87264,2.5509212,5.009179,-1.1956226,-0.036611483,-0.9736909,-5.3294806,-4.6924405,-3.790164,0.3370078,-0.39567712,3.472943,-0.48497805
[cel][pop_roc]0139__2.wav,cel,-68.37719,168.69429,-52.886147,54.06271,-3.2203696,29.962898,-3.7033565,10.679848,0.98297143,3.339645,-0.24829431,1.5158327,-0.6009328,-5.1132107,-3.5399578,-0.07912027,3.763308,1.8718362,2.2364306,-0.17332606
[cel][pop_roc]0140__1.wav,cel,-252.0231,190.21115,-20.18402,25.106916,14.138141,17.410137,-14.883242,11.213988,-6.0773635,3.0584767,-9.431492,-6.600055,-2.3076756,-1.0629492,-7.186766,-7.3242273,-5.43937,-3.9047089,-9.777973,-14.091671
[cel][pop_roc]0140__2.wav,cel,-211.40863,183.41095,-31.1543,33.659966,11.512618,20.795952,-15.446962,10.436404,-7.467529,4.0615916,-9.8741665,-10.684692,-8.189678,-4.138966,-3.474192,-5.432422,-1.869757,-0.28422758,0.34765384,-5.3131857
[cel][pop_roc]0141__1.wav,cel,-174.66727,215.09541,-52.433903,46.70605,39.615837,-3.7518194,7.2165813,-0.56760985,0.13690563,4.5183764,7.203844,2.0434003,1.3068688,9.871145,4.4522023,-0.8370576,8.711686,7.464469,-4.2481384,-1.8785386
[cel][pop_roc]0141__2.wav,cel,-193.64017,226.46703,-58.901695,41.889915,35.122902,-5.2884984,5.418287,-4.721923,-4.085133,1.7081656,6.3189735,0.96171504,0.689141,7.680709,4.043243,3.633254,9.578114,3.0433168,-7.4512486,-0.949378
[cel][pop_roc]0142__1.wav,cel,-120.43071,116.65902,-12.777189,41.44335,-15.59583,29.051723,-14.624983,22.00489,-5.922128,27.648678,2.5906162,12.615724,-17.06632,4.3974714,-5.302865,13.116141,-3.0726256,7.107478,-1.5046167,9.536007
[cel][pop_roc]0143__1.wav,cel,-105.07097,212.77797,-66.65316,24.310537,24.011305,5.572445,-12.506666,0.7284495,-9.46993,3.5222268,-3.967008,-0.5850572,-3.996574,-5.283679,-3.3464358,-4.0143704,-5.972721,-4.870814,0.89303124,-8.018518
[cel][pop_roc]0143__2.wav,cel,-126.718475,211.12321,-64.388336,23.175163,28.375412,-1.1696942,-7.7209697,-0.5329797,-5.889309,0.2427265,-1.366756,-3.4056919,-3.5221632,-6.648514,-3.4806447,-2.0260615,-5.0914087,-3.4879136,-2.062894,-8.505611
[cel][pop_roc]0143__3.wav,cel,-204.1781,220.8537,-68.28546,23.857168,31.525501,-2.056592,-11.131469,0.40444905,-9.312475,2.3723166,-3.1118846,-2.5823078,-4.8841257,-8.7262,-6.733187,-5.1791997,-8.332076,-4.8795257,1.6666144,-6.768102
[cel][pop_roc]0144__1.wav,cel,-326.54285,173.09055,-17.89677,30.41768,-8.306487,17.85734,-14.968207,5.6072145,-2.9094353,0.61211485,-9.961349,-1.316044,-4.5231276,-5.320628,-4.571884,-4.4741774,-1.919236,-4.3393865,-4.2522693,-4.6509185
[cel][pop_roc]0144__2.wav,cel,-314.65475,185.36154,-8.490097,30.651146,-12.311681,22.408638,-7.582389,17.190226,3.917881,5.292466,-3.5360966,4.141908,1.5276763,-4.503474,-3.7448156,-2.9402735,-0.587636,-2.8601134,-0.7133868,-3.2486103
[cel][pop_roc]0144__3.wav,cel,-301.24588,182.18117,-6.264302,29.198223,-19.163086,22.37278,-10.606274,18.339066,3.3694706,7.8961368,-5.555557,1.7236284,-2.4394882,-4.4268293,-3.0369568,-3.6252701,-0.2561327,-0.5776304,0.6110136,-1.2381866
004__[cla][nod][cla]0242__1.wav,cla,-490.46875,199.81818,-19.260862,-12.077484,8.4117365,-16.732357,-10.314313,-8.085918,-16.348162,-9.9118,1.9505813,10.183852,6.475092,-2.1110406,-4.0102577,-6.5901475,-7.605037,-1.8526434,-0.119733065,-5.795052
004__[cla][nod][cla]0242__2.wav,cla,-424.64926,189.60551,-28.104975,0.904728,7.2136664,-17.036343,-1.631351,-3.1724255,-12.805973,-7.455464,-3.8748677,-8.080607,-15.715701,-12.213462,-7.53271,-4.018683,-2.6349082,-8.164804,-4.774251,-6.063645
004__[cla][nod][cla]0242__3.wav,cla,-477.31607,185.16252,-1.2969643,-3.1590798,13.025955,-9.667163,-9.411363,-12.199463,-22.510075,-15.362206,-5.6972394,-0.7636422,6.7362795,10.560026,7.4867644,2.1275437,-3.5796351,-3.82795,1.4378527,0.85167277
012__[cla][nod][cla]0244__1.wav,cla,-536.7995,161.75423,15.49416,8.966755,11.575087,1.9913304,-8.3620825,-2.2532914,-1.8902639,20.643892,24.277014,29.603277,17.47217,1.100496,-22.968107,-23.962955,-11.679858,12.37015,14.3896055,5.4791875
012__[cla][nod][cla]0244__2.wav,cla,-491.45956,181.17996,5.026373,11.269521,18.902647,12.285467,2.8859096,4.360443,-12.368367,-6.3873653,-8.1588,4.5323653,-2.2693365,-1.5915416,0.40693918,16.70113,24.24661,22.60051,5.7737703,-7.3855214
012__[cla][nod][cla]0244__3.wav,cla,-508.94095,172.5378,12.144923,15.4608965,17.790005,9.660528,-2.2098565,2.3158662,-10.452652,-4.1547265,-6.3109317,1.7174755,-5.4399114,0.4107535,3.5585074,14.359032,17.886286,20.62957,10.393666,2.7419815
017__[cla][nod][cla]0150__1.wav,cla,-474.12576,105.74782,-25.387981,-15.101009,-4.3183613,-4.6178226,-13.17451,-4.1813807,-6.421115,6.1820927,22.41203,24.35039,9.557548,-12.612328,-25.948517,-25.504087,-11.004186,2.30267,13.854723,12.680869
017__[cla][nod][cla]0150__2.wav,cla,-411.95718,176.84143,-38.15449,-1.2621906,-1.0724045,8.821721,0.1803391,13.33293,-13.550007,-10.423223,-9.509168,-8.308034,-9.763391,-10.556584,-2.6958065,-3.348105,-5.7084727,-13.745478,-8.2307625,-10.817503
019__[cla][nod][cla]0223__1.wav,cla,-398.1992,185.53894,-42.388546,-15.635429,6.6156783,-19.890703,-16.353941,-19.359703,-24.847654,-17.630116,-11.684056,1.5483354,5.222163,-0.039769,7.9306293,11.507054,5.3594117,-0.3550634,-3.1183975,-3.3608782
019__[cla][nod][cla]0223__2.wav,cla,-393.31717,208.5805,-33.190567,6.462407,12.060727,-11.890683,-10.080409,-10.302209,-11.863606,-3.1436484,2.0234647,5.7810116,-1.0609117,-9.61468,-5.3307524,-2.1704748,2.3396368,3.2636354,-0.17326844,-1.8432492
019__[cla][nod][cla]0223__3.wav,cla,-406.6684,195.49648,-53.35033,-3.4499602,1.4286827,-14.958328,-13.720093,-11.943084,-17.329453,-10.883073,-4.1360536,5.5139074,4.0550003,-1.0945066,-0.08238968,-5.0395055,-5.114989,0.8346478,4.477289,6.3970428
021__[cla][nod][cla]0237__1.wav,cla,-337.4168,202.79094,-17.394,-5.904363,6.393304,-4.4846206,-15.331117,-23.85068,-17.91668,-9.202431,-5.576574,-0.49681792,0.5438553,-2.7443848,-2.001692,-6.2758093,-9.948271,-7.846957,-3.0761285,-5.315848
021__[cla][nod][cla]0237__2.wav,cla,-384.87228,177.16376,-27.983355,-36.528988,-12.600059,-19.432663,-25.499279,-28.116926,-27.65899,-21.316807,-15.548173,-11.133329,-7.321016,-7.9715734,-1.9785812,8.934423,12.954113,10.804855,9.7168455,7.6669397
021__[cla][nod][cla]0237__3.wav,cla,-335.02014,195.53156,-15.642463,-17.626444,-2.0817914,-7.5900364,-20.164928,-28.967941,-24.857601,-13.278155,-3.8618376,1.7918347,3.0514863,-5.421052,-10.508054,-11.991383,-10.025818,-4.331346,0.85465044,0.9272337
030__[cla][nod][cla]0240__1.wav,cla,-391.69873,183.55843,-19.036446,-12.402224,1.6511155,-3.6340146,-14.550007,-26.97783,-22.43916,-10.847701,2.3346863,11.861646,9.070137,6.2218537,4.183008,-6.105436,-11.09023,-10.877338,-6.553519,-3.720449
030__[cla][nod][cla]0240__2.wav,cla,-320.58093,217.01862,-21.419052,-9.303516,-3.2344112,-8.652293,-11.947589,-10.3310795,-2.9397552,3.2014198,1.7548112,-2.5359585,-14.384558,-19.5387,-9.800466,-4.1844835,4.585457,2.9188561,-1.6673877,-3.1920962
030__[cla][nod][cla]0240__3.wav,cla,-302.8961,211.38068,-23.633125,-16.69153,0.6016397,-9.967229,-12.365404,-20.562593,-20.966124,-7.8299656,-0.35511526,2.733478,0.7165371,-7.660922,-5.339784,3.3781815,8.666176,7.1059155,2.0237687,-3.7342012
031__[cla][nod][cla]0212__1.wav,cla,-336.90192,213.50609,-47.56949,6.2092056,22.09499,-0.024633577,-4.7653537,-5.39529,-20.064508,-15.682624,-8.141569,-3.5030217,-0.2822709,3.8834305,5.66575,-2.4011455,-3.1854005,-4.390495,1.3314996,5.936904
031__[cla][nod][cla]0212__2.wav,cla,-331.44626,210.20125,-39.105297,-1.9550285,18.73355,-12.096219,-13.0320015,-8.138834,-16.217815,-9.650425,-2.8954973,-3.65633,-4.7515903,-4.9843965,-0.7228986,2.808965,2.187914,-2.7061584,-4.6053495,-1.2409785
031__[cla][nod][cla]0212__3.wav,cla,-340.36044,229.97395,-30.80772,4.2303424,12.927509,-4.6653047,-11.258599,-5.5828905,-11.360653,-5.2008815,1.0275382,7.313375,3.0730913,1.0716901,-1.8532689,-9.540786,-12.6835165,-11.634123,-5.984708,-1.0496315
040__[cla][nod][cla]0233__1.wav,cla,-421.17105,180.15031,-18.491308,-22.117838,-0.9237449,-1.0938494,-12.820069,-33.08759,-30.163568,-19.121264,-10.863285,0.47048938,3.6314862,7.8111224,12.476266,2.2225003,-7.5053916,-13.487765,-18.216099,-17.20402
040__[cla][nod][cla]0233__2.wav,cla,-381.35992,168.76195,-8.029567,-34.736237,-5.576192,-2.5153599,-17.572134,-26.242336,-22.341093,-16.254488,-12.171564,-12.594913,-21.991976,-30.298029,-25.979612,-11.303003,3.449179,6.9315557,1.8880626,-1.2650576
040__[cla][nod][cla]0233__3.wav,cla,-384.6402,191.20741,-21.675802,-8.476775,9.985477,-2.3299348,-14.152376,-20.488722,-20.266224,-17.864447,-12.859969,-8.851067,-5.5352306,-2.6082373,1.9045782,2.678186,1.4368734,-5.763564,-12.616373,-11.968434
044__[cla][nod][cla]0249__1.wav,cla,-551.29266,100.059105,-24.673021,-21.162676,-3.4343076,0.55060923,1.2933505,20.328995,33.058895,24.095444,-4.7849317,-26.196037,-23.162064,9.092021,36.376823,21.969492,-4.9172378,-6.53015,4.3993897,1.1199204
044__[cla][nod][cla]0249__2.wav,cla,-488.6163,164.10428,-60.20505,-30.95805,-5.336538,-8.4284935,-19.547735,-13.709968,-6.548687,4.6323705,13.23431,24.187822,15.657655,4.0097837,9.3439245,0.99769765,3.2662127,7.469395,7.255732,7.389303
044__[cla][nod][cla]0249__3.wav,cla,-424.33594,182.77882,-81.93089,11.958293,4.572343,14.890994,-2.551312,18.819574,-1.8978794,-2.4471087,0.31463435,6.0575776,3.050204,0.22646269,6.5615587,-12.117098,-6.1677756,-7.1787376,-5.2078476,6.365267
047__[cla][nod][cla]0247__1.wav,cla,-473.44937,196.20776,24.748962,11.158172,17.44449,16.365564,4.3051243,6.9801292,-3.5187643,-2.082917,-6.219703,-0.6900145,-5.6153693,-2.2561307,-6.1654425,-1.9245746,0.41621146,7.603309,12.8034525,20.176136
047__[cla][nod][cla]0247__2.wav,cla,-447.40906,202.91096,13.092226,7.6780667,24.952116,13.456463,2.1736631,-1.4291115,-5.7080884,-3.1794338,-3.3433778,2.667081,-0.2471056,-4.4774895,-6.749909,0.88644135,12.9678955,19.051298,20.692797,15.37697
047__[cla][nod][cla]0247__3.wav,cla,-432.60324,206.38516,-1.3043553,4.7605467,13.690221,10.521297,2.4716284,3.221837,-2.531543,-1.3483635,-6.340412,1.3402709,0.55377465,2.4069715,5.7573647,13.642302,14.734182,6.4055843,-1.304631,-0.42616913
053__[cla][nod][cla]0219__1.wav,cla,-381.79596,163.792,-55.863102,-7.5249596,7.696207,-18.004652,-11.919827,-22.66364,-27.133162,-18.525919,-14.688858,-0.6290538,1.3387065,0.3433475,11.673068,4.549942,-5.0124617,-3.8406487,-3.611178,-4.4958572
053__[cla][nod][cla]0219__2.wav,cla,-432.9711,182.2339,-30.707266,-17.48755,5.4664154,-18.191856,-14.433138,-17.531527,-24.457624,-16.465984,-8.0351925,-0.88956267,0.8804517,3.5861387,10.369261,5.732803,-3.0315926,-5.629247,-6.2466974,-5.9791584
053__[cla][nod][cla]0219__3.wav,cla,-589.8341,131.4598,20.347784,0.31060085,11.788132,5.601556,3.2364662,1.0921385,-5.428741,-1.9573039,7.1184077,11.794227,11.94334,7.9443493,1.1931211,-6.915739,-12.680768,-10.127034,-4.5196033,-4.3826966
054__[cla][nod][cla]0248__1.wav,cla,-339.25085,136.43521,-76.81845,-24.088652,1.7800303,-8.0356245,-4.849473,7.667246,-3.3216856,2.3267512,-0.23178324,6.572117,4.512301,7.5714917,11.193286,15.586679,5.191758,4.5143714,4.1012435,9.15205
054__[cla][nod][cla]0248__2.wav,cla,-315.42133,191.56305,-45.837627,17.131227,9.156588,9.416478,-3.5103395,5.807339,-8.66214,-2.268261,-5.2231965,5.471678,-4.2181644,-2.350947,0.012640508,-2.0205154,0.9758157,1.8153322,4.273462,1.1369259
054__[cla][nod][cla]0248__3.wav,cla,-371.02744,174.51321,-17.738022,17.854954,20.715164,7.0099955,-0.50697327,7.1485825,9.303983,15.135173,8.2420025,2.8589828,-12.970759,-4.9744496,7.90235,13.413944,8.146957,2.259764,1.685507,5.585265
058__[cla][nod][cla]0226__1.wav,cla,-360.15063,209.39964,-42.2802,0.87855315,19.217392,-16.524244,-20.886879,-11.7868595,-8.042025,5.7874084,13.065518,20.06668,16.083727,1.0784252,-2.2536006,-4.428669,-8.795628,-10.496985,1.4949362,3.2068968
058__[cla][nod][cla]0226__2.wav,cla,-467.30618,221.17613,0.64510816,-8.425227,18.68193,-1.9371282,-7.535983,1.841429,5.551092,13.97403,20.797,11.819393,-5.986415,-13.330208,-7.3645945,-0.6022201,2.0638537,0.558785,2.0526586,7.801861
058__[cla][nod][cla]0226__3.wav,cla,-406.73123,184.1005,-63.026867,-19.250042,-12.545132,-33.08552,-32.75602,-26.09038,-20.702677,-10.673227,-5.86766,-6.994121,-12.865156,-9.318598,-0.7310798,0.018730488,6.091323,9.056858,9.817941,10.357362
060__[cla][nod][cla]0216__1.wav,cla,-421.25574,179.51955,-30.661695,-15.660918,13.125928,-19.708147,-20.13433,-14.827619,-25.702318,-26.577805,-20.003399,-11.59733,-5.4293857,-4.4070163,-4.8575606,-5.422726,-3.1493433,3.3884087,10.707882,10.03427
060__[cla][nod][cla]0216__2.wav,cla,-437.41037,175.65132,-42.677284,-16.517138,5.952244,-26.499832,-26.204569,-16.488977,-8.2625065,0.066223204,9.032102,14.386836,-2.4983876,-15.741128,-15.712093,-18.047277,-6.0256867,9.476397,14.597296,15.855184
060__[cla][nod][cla]0216__3.wav,cla,-424.45334,215.26674,-23.312052,13.365444,20.950094,-9.644325,-8.878751,-4.0375032,-7.4287815,-4.227032,-1.9682797,2.1290715,2.3558996,-0.018264005,-0.7029226,-10.339147,-10.4376335,-7.1616325,-4.968669,-3.866044
072__[cla][nod][cla]0245__1.wav,cla,-378.63272,206.57019,-16.725704,15.054131,27.693645,5.8066783,-2.1359975,1.4274212,-6.4386725,-6.088185,1.621484,8.443074,5.1113462,4.6156783,8.245005,8.1881485,7.1594343,2.1700923,-1.1718261,-0.37551102
072__[cla][nod][cla]0245__2.wav,cla,-406.8602,203.63287,-4.9260616,2.6736193,25.168335,6.905607,-3.0587308,-1.2893056,-3.0547347,-2.221506,2.1050503,5.9362664,3.4860766,4.201964,6.0499816,6.166263,8.5935955,7.7025776,5.970878,2.0979457
072__[cla][nod][cla]0245__3.wav,cla,-358.70825,213.20583,-18.23775,4.5388446,20.150078,3.238149,-4.918054,-0.39221603,-7.6824985,-2.8492906,5.2210846,10.706636,2.962269,6.9658666,9.25916,2.899587,-2.7487822,-2.485233,-1.1609665,2.1601803
081__[cla][nod][cla]0316__1.wav,cla,-289.22488,220.31822,-25.902807,-15.439978,-2.1604357,-16.901466,-23.527992,-12.402118,-19.239317,-15.456019,-4.3957253,3.890948,-0.0608537,-13.619669,-6.57329,-2.931952,-4.3670444,-3.5394447,1.0073693,-3.224682
081__[cla][nod][cla]0316__2.wav,cla,-303.73764,214.22668,-37.863377,-6.975442,-3.0926795,-12.911497,-22.95486,-12.229624,-24.41616,-17.233734,-2.0794928,3.0542135,-4.271399,-14.453638,-2.8326902,2.9214783,3.3696256,-5.7830286,-4.9820476,-6.143682
081__[cla][nod][cla]0316__3.wav,cla,-367.01248,199.06097,-26.422033,-16.04357,8.479968,-11.840432,-18.373398,-13.683866,-29.735453,-27.573648,-12.017176,0.8457141,3.1038873,-1.3577731,5.52866,11.83729,7.354112,-11.12611,-14.965222,-10.505035
083__[cla][nod][cla]0238__1.wav,cla,-368.9548,190.33708,-14.040137,-16.716747,-0.58655185,-9.130198,-14.188746,-29.343449,-29.77826,-17.141104,-10.278753,-2.6654797,3.6278808,2.2412395,-2.9012146,-7.057061,-8.39329,-9.043641,-4.3345766,-3.5450015
083__[cla][nod][cla]0238__2.wav,cla,-373.43854,178.97928,-14.998485,-10.479185,-7.483848,-2.7836404,-11.351316,-26.812687,-16.927534,3.3970788,10.545638,13.330562,6.7796817,-8.620663,-19.145418,-22.310223,-12.995945,-6.223862,1.8489921,0.7742797
083__[cla][nod][cla]0238__3.wav,cla,-334.87036,203.21977,-13.826558,-6.4121037,7.226662,-8.216462,-7.2391086,-10.131087,-12.007337,-8.8989725,-6.1952887,-5.1427507,-7.749584,-12.864851,-16.641989,-13.456128,-5.6588244,-3.4858122,-0.8499796,-2.2401826
088__[cla][nod][cla]0236__1.wav,cla,-318.8372,208.66484,-23.605577,-23.985907,6.344338,-10.449292,-21.494335,-23.86114,-23.605692,-23.92292,-19.931616,-14.360539,-15.106979,-16.364319,-15.062453,-10.015978,-6.741346,-9.931343,-10.138549,-10.22079
088__[cla][nod][cla]0236__2.wav,cla,-326.4896,193.57228,-33.343185,-1.8458351,-5.355717,4.7637105,-23.390442,-13.510027,-21.561787,-3.9870553,1.9061325,8.805599,0.96069336,-13.538268,-8.591872,-26.104979,-11.890186,-5.3535023,-3.7660575,-10.284349
088__[cla][nod][cla]0236__3.wav,cla,-308.35947,201.24492,-31.48793,-2.8339877,13.037358,-4.3765907,-15.7725,-24.245972,-20.190174,-24.975548,-17.879679,-6.004492,-14.312661,-17.232172,-7.929948,-2.5640385,4.491256,2.8575213,-8.506029,-14.739099
